   id    |                      position                      |        altitude         |         type          |               name               |  callsign   | player |         group_name          | coalition | heading | speed |         updated_at         | context | standard_identity | symbol_set | status | hqtf_dummy | amplifier | entity | entity_type | entity_sub_type | sector_one_modifier | sector_two_modifier 
 1000236 | 0101000020E6100000583A5DC3070043406A72B72AE8FC4640 |        5486.39990234375 | KC135MPRS             | 384th ARS_AID-27-01              | Texaco1-1   |        | 384th ARS_AID-27            |         3 |     197 |   188 | 2023-05-23 11:25:20.071818 |       0 |                 0 |          1 |      0 |          0 |         0 |     11 |           1 |               9 |                   0 |                   5
   14001 | 0101000020E6100000E953BD945E93434072E3FBDCAC854640 |       34.01103591918945 | Leopard-2             | VFA14 Hangar-1-1                 |             |        | VFA14 Hangar-1              |         3 |     326 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 0 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
   14056 | 0101000020E61000002FB76151CB364140AE35D84D7A654640 |       1257.449462890625 | Leopard-2             | rEWR-1                           |             |        | rEWR-1                      |         2 |       0 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
   14057 | 0101000020E610000022C140CCD6AB41401AC7D870D0814640 |       288.5536193847656 | Leopard-2             | rEWR-2                           |             |        | rEWR-2                      |         2 |       0 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
   14058 | 0101000020E610000077D4544696B64040AE8092FF3A484640 |      29.338260650634766 | ZSU-23-4 Shilka       | rSAM-SA3-001-13                  |             |        | rSAM-SA3-001                |         2 |     119 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         10 |      0 |          0 |        33 |     13 |           1 |               1 |                  50 |                  23
   14059 | 0101000020E61000001EEE5CA5A1B64040E8B6FACD48484640 |       27.83386993408203 | ZiL-131 APA-80        | rSAM-SA3-001-7                   |             |        | rSAM-SA3-001                |         2 |      94 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   14060 | 0101000020E610000056AC415C9FB640407766B89C46484640 |      28.085176467895508 | p-19 s-125 sr         | rSAM-SA3-001-1                   |             |        | rSAM-SA3-001                |         2 |       0 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         52 |      0 |          0 |         0 |     11 |           3 |               0 |                  59 |                   0
   14061 | 0101000020E610000021608E5FBDB6404038BCEADC3C484640 |      28.163734436035156 | snr s-125 tr          | rSAM-SA3-001-2                   |             |        | rSAM-SA3-001                |         2 |       0 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         52 |      0 |          0 |         0 |     11 |           3 |               0 |                  40 |                   0
   14062 | 0101000020E6100000AB2FF9A8B5B640402F5BD14D2C484640 |      29.814851760864258 | Leopard-2             | rSAM-SA3-001-4                   |             |        | rSAM-SA3-001                |         2 |     180 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
   14063 | 0101000020E610000090EEEB07C4B6404076026EB43E484640 |      27.830089569091797 | ZiL-131 APA-80        | rSAM-SA3-001-8                   |             |        | rSAM-SA3-001                |         2 |     179 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
   14064 | 0101000020E610000045B587ADC7B64040FDAF869E3C484640 |      27.918622970581055 | generator_5i57        | rSAM-SA3-001-15                  |             |        | rSAM-SA3-001                |         2 |       0 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         20 |      0 |          0 |         0 |     11 |           0 |               0 |                  10 |                   0
   14065 | 0101000020E61000001BB4B5ACC3B6404083804FB73C484640 |            28.013671875 | SKP-11                | rSAM-SA3-001-9                   |             |        | rSAM-SA3-001                |         2 |      90 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           6 |               0 |                   0 |                  51
   14066 | 0101000020E6100000D6C102E5C4B64040B55890A02C484640 |      29.392547607421875 | Leopard-2             | rSAM-SA3-001-5                   |             |        | rSAM-SA3-001                |         2 |     180 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         15 |      0 |          0 |         0 |     12 |           2 |               0 |                   0 |                   0
   14067 | 0101000020E6100000AA933434C7B6404094916B6152484640 |      26.023178100585938 | GAZ-66                | rSAM-SA3-001-10                  |             |        | rSAM-SA3-001                |         2 |      90 |     0 | 2023-05-22 22:24:50.418056 |       0 |                 3 |         10 |      0 |          0 |         0 |     11 |           0 |               0 |                   0 |                   0
